projectcode,incubationid,sampleid,treatment,incubationdays,matrix,analyte,measvalue,units,method ,measdate,meastime,labid,sampletype,notes
DOE2,DOE_GR_20191203_C_5d_1,DOE_GR_20191203_C_5d_1_M,Control,5,filtered porewater,pH,7.53,units,meter,12/8/2019,12:00,NA,sample,
DOE2,DOE_GR_20191203_C_5d_2,DOE_GR_20191203_C_5d_2_M,Control,5,filtered porewater,pH,7.34,units,meter,12/8/2019,11:50,NA,sample,
DOE2,DOE_GR_20191203_C_5d_3,DOE_GR_20191203_C_5d_3_M,Control,5,filtered porewater,pH,7.35,units,meter,12/8/2019,12:10,NA,sample,
DOE2,DOE_GR_20191203_Mn_0d_1,DOE_GR_20191203_Mn_0d_1_M,Manganese Oxide,0,filtered porewater,temperature,17.8,C,meter,12/3/2019,11:34,NA,sample,
DOE2,DOE_GR_20191203_Mn_0d_2,DOE_GR_20191203_Mn_0d_2_M,Manganese Oxide,0,filtered porewater,temperature,19,C,meter,12/3/2019,11:34,NA,sample,
DOE2,DOE_GR_20191203_Mn_0d_3,DOE_GR_20191203_Mn_0d_3_M,Manganese Oxide,0,filtered porewater,temperature,18.2,C,meter,12/3/2019,11:34,NA,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_1,DOE_GR_20191203_Mn_0.5d_1_M,Manganese Oxide,0.5,filtered porewater,temperature,15,C,meter,12/3/2019,20:14,NA,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_2,DOE_GR_20191203_Mn_0.5d_2_M,Manganese Oxide,0.5,filtered porewater,temperature,15,C,meter,12/3/2019,20:14,NA,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_3,DOE_GR_20191203_Mn_0.5d_3_M,Manganese Oxide,0.5,filtered porewater,temperature,18.7,C,meter,12/3/2019,20:14,NA,sample,
DOE2,DOE_GR_20191203_Mn_1d_1,DOE_GR_20191203_Mn_1d_1_M,Manganese Oxide,1,filtered porewater,temperature,16.3,C,meter,12/4/2019,9:31,NA,sample,
DOE2,DOE_GR_20191203_Mn_1d_2,DOE_GR_20191203_Mn_1d_2_M,Manganese Oxide,1,filtered porewater,temperature,15.7,C,meter,12/4/2019,9:37,NA,sample,
DOE2,DOE_GR_20191203_Mn_1d_3,DOE_GR_20191203_Mn_1d_3_M,Manganese Oxide,1,filtered porewater,temperature,16.2,C,meter,12/4/2019,10:02,NA,sample,
DOE2,DOE_GR_20191203_Mn_2d_1,DOE_GR_20191203_Mn_2d_1_M,Manganese Oxide,2,filtered porewater,temperature,15.1,C,meter,12/5/2019,9:06,NA,sample,
DOE2,DOE_GR_20191203_Mn_2d_2,DOE_GR_20191203_Mn_2d_2_M,Manganese Oxide,2,filtered porewater,temperature,17.8,C,meter,12/5/2019,9:11,NA,sample,
DOE2,DOE_GR_20191203_Mn_2d_3,DOE_GR_20191203_Mn_2d_3_M,Manganese Oxide,2,filtered porewater,temperature,14.1,C,meter,12/5/2019,9:50,NA,sample,
DOE2,DOE_GR_20191203_Mn_5d_1,DOE_GR_20191203_Mn_5d_1_M,Manganese Oxide,5,filtered porewater,temperature,19.4,C,meter,12/8/2019,11:00,NA,sample,
DOE2,DOE_GR_20191203_Mn_5d_2,DOE_GR_20191203_Mn_5d_2_M,Manganese Oxide,5,filtered porewater,temperature,19,C,meter,12/8/2019,11:00,NA,sample,
DOE2,DOE_GR_20191203_Mn_5d_3,DOE_GR_20191203_Mn_5d_3_M,Manganese Oxide,5,filtered porewater,temperature,19.4,C,meter,12/8/2019,11:00,NA,sample,
DOE2,DOE_GR_20191203_AC_0d_1,DOE_GR_20191203_AC_0d_1_M,Activated Carbon,0,filtered porewater,temperature,18.9,C,meter,12/3/2019,12:20,NA,sample,
DOE2,DOE_GR_20191203_AC_0d_2,DOE_GR_20191203_AC_0d_2_M,Activated Carbon,0,filtered porewater,temperature,16.4,C,meter,12/3/2019,12:20,NA,sample,
DOE2,DOE_GR_20191203_AC_0d_3,DOE_GR_20191203_AC_0d_3_M,Activated Carbon,0,filtered porewater,temperature,17.5,C,meter,12/3/2019,12:20,NA,sample,
DOE2,DOE_GR_20191203_AC_0.5d_1,DOE_GR_20191203_AC_0.5d_1_M,Activated Carbon,0.5,filtered porewater,temperature,15.4,C,meter,12/3/2019,21:18,NA,sample,
DOE2,DOE_GR_20191203_AC_0.5d_2,DOE_GR_20191203_AC_0.5d_2_M,Activated Carbon,0.5,filtered porewater,temperature,14.7,C,meter,12/3/2019,21:18,NA,sample,
DOE2,DOE_GR_20191203_AC_0.5d_3,DOE_GR_20191203_AC_0.5d_3_M,Activated Carbon,0.5,filtered porewater,temperature,17.4,C,meter,12/3/2019,21:18,NA,sample,
DOE2,DOE_GR_20191203_AC_1d_1,DOE_GR_20191203_AC_1d_1_M,Activated Carbon,1,filtered porewater,temperature,16.4,C,meter,12/4/2019,10:16,NA,sample,
DOE2,DOE_GR_20191203_AC_1d_2,DOE_GR_20191203_AC_1d_2_M,Activated Carbon,1,filtered porewater,temperature,14.9,C,meter,12/4/2019,9:57,NA,sample,
DOE2,DOE_GR_20191203_AC_1d_3,DOE_GR_20191203_AC_1d_3_M,Activated Carbon,1,filtered porewater,temperature,16.7,C,meter,12/4/2019,10:24,NA,sample,
DOE2,DOE_GR_20191203_AC_2d_1,DOE_GR_20191203_AC_2d_1_M,Activated Carbon,2,filtered porewater,temperature,15.3,C,meter,12/5/2019,9:40,NA,sample,
DOE2,DOE_GR_20191203_AC_2d_2,DOE_GR_20191203_AC_2d_2_M,Activated Carbon,2,filtered porewater,temperature,17.8,C,meter,12/5/2019,10:00,NA,sample,
DOE2,DOE_GR_20191203_AC_2d_3,DOE_GR_20191203_AC_2d_3_M,Activated Carbon,2,filtered porewater,temperature,17.7,C,meter,12/5/2019,10:06,NA,sample,
DOE2,DOE_GR_20191203_AC_5d_1,DOE_GR_20191203_AC_5d_1_M,Activated Carbon,5,filtered porewater,temperature,17.8,C,meter,12/8/2019,13:00,NA,sample,
DOE2,DOE_GR_20191203_AC_5d_2,DOE_GR_20191203_AC_5d_2_M,Activated Carbon,5,filtered porewater,temperature,19.4,C,meter,12/8/2019,13:00,NA,sample,
DOE2,DOE_GR_20191203_AC_5d_3,DOE_GR_20191203_AC_5d_3_M,Activated Carbon,5,filtered porewater,temperature,19.3,C,meter,12/8/2019,13:00,NA,sample,
DOE2,DOE_GR_20191203_MnAC_0d_1,DOE_GR_20191203_MnAC_0d_1_M,MnO2 + AC,0,filtered porewater,temperature,16.3,C,meter,12/3/2019,12:42,NA,sample,
DOE2,DOE_GR_20191203_MnAC_0d_2,DOE_GR_20191203_MnAC_0d_2_M,MnO2 + AC,0,filtered porewater,temperature,18.4,C,meter,12/3/2019,12:42,NA,sample,
DOE2,DOE_GR_20191203_MnAC_0d_3,DOE_GR_20191203_MnAC_0d_3_M,MnO2 + AC,0,filtered porewater,temperature,18.3,C,meter,12/3/2019,12:42,NA,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_1,DOE_GR_20191203_MnAC_0.5d_1_M,MnO2 + AC,0.5,filtered porewater,temperature,15.1,C,meter,12/3/2019,21:40,NA,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_2,DOE_GR_20191203_MnAC_0.5d_2_M,MnO2 + AC,0.5,filtered porewater,temperature,18.4,C,meter,12/3/2019,21:40,NA,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_3,DOE_GR_20191203_MnAC_0.5d_3_M,MnO2 + AC,0.5,filtered porewater,temperature,15.6,C,meter,12/3/2019,21:40,NA,sample,
DOE2,DOE_GR_20191203_MnAC_1d_1,DOE_GR_20191203_MnAC_1d_1_M,MnO2 + AC,1,filtered porewater,temperature,NA,C,meter,12/4/2019,11:00,NA,sample,
DOE2,DOE_GR_20191203_MnAC_1d_2,DOE_GR_20191203_MnAC_1d_2_M,MnO2 + AC,1,filtered porewater,temperature,15.3,C,meter,12/4/2019,11:00,NA,sample,
DOE2,DOE_GR_20191203_MnAC_1d_3,DOE_GR_20191203_MnAC_1d_3_M,MnO2 + AC,1,filtered porewater,temperature,15.8,C,meter,12/4/2019,11:00,NA,sample,
DOE2,DOE_GR_20191203_MnAC_2d_1,DOE_GR_20191203_MnAC_2d_1_M,MnO2 + AC,2,filtered porewater,temperature,14.5,C,meter,12/5/2019,10:20,NA,sample,
DOE2,DOE_GR_20191203_MnAC_2d_2,DOE_GR_20191203_MnAC_2d_2_M,MnO2 + AC,2,filtered porewater,temperature,17.3,C,meter,12/5/2019,10:35,NA,sample,
DOE2,DOE_GR_20191203_MnAC_2d_3,DOE_GR_20191203_MnAC_2d_3_M,MnO2 + AC,2,filtered porewater,temperature,16.2,C,meter,12/5/2019,10:30,NA,sample,
DOE2,DOE_GR_20191203_MnAC_5d_1,DOE_GR_20191203_MnAC_5d_1_M,MnO2 + AC,5,filtered porewater,temperature,19,C,meter,12/8/2019,13:00,NA,sample,
DOE2,DOE_GR_20191203_MnAC_5d_2,DOE_GR_20191203_MnAC_5d_2_M,MnO2 + AC,5,filtered porewater,temperature,19.6,C,meter,12/8/2019,11:36,NA,sample,
DOE2,DOE_GR_20191203_MnAC_5d_3,DOE_GR_20191203_MnAC_5d_3_M,MnO2 + AC,5,filtered porewater,temperature,19.2,C,meter,12/8/2019,13:00,NA,sample,
DOE2,DOE_GR_20191203_SC_0d_1,DOE_GR_20191203_SC_0d_1_M,Spiked Control,0,filtered porewater,temperature,17.4,C,meter,12/3/2019,10:40,NA,sample,
DOE2,DOE_GR_20191203_SC_0d_2,DOE_GR_20191203_SC_0d_2_M,Spiked Control,0,filtered porewater,temperature,19.4,C,meter,12/3/2019,10:40,NA,sample,
DOE2,DOE_GR_20191203_SC_0d_3,DOE_GR_20191203_SC_0d_3_M,Spiked Control,0,filtered porewater,temperature,19.7,C,meter,12/3/2019,10:40,NA,sample,
DOE2,DOE_GR_20191203_SC_0.5d_1,DOE_GR_20191203_SC_0.5d_1_M,Spiked Control,0.5,filtered porewater,temperature,14.5,C,meter,12/3/2019,19:31,NA,sample,
DOE2,DOE_GR_20191203_SC_0.5d_2,DOE_GR_20191203_SC_0.5d_2_M,Spiked Control,0.5,filtered porewater,temperature,18.2,C,meter,12/3/2019,19:31,NA,sample,
DOE2,DOE_GR_20191203_SC_0.5d_3,DOE_GR_20191203_SC_0.5d_3_M,Spiked Control,0.5,filtered porewater,temperature,15.5,C,meter,12/3/2019,19:31,NA,sample,
DOE2,DOE_GR_20191203_SC_1d_1,DOE_GR_20191203_SC_1d_1_M,Spiked Control,1,filtered porewater,temperature,17,C,meter,12/4/2019,8:50,NA,sample,
DOE2,DOE_GR_20191203_SC_1d_2,DOE_GR_20191203_SC_1d_2_M,Spiked Control,1,filtered porewater,temperature,16.6,C,meter,12/4/2019,9:20,NA,sample,
DOE2,DOE_GR_20191203_SC_1d_3,DOE_GR_20191203_SC_1d_3_M,Spiked Control,1,filtered porewater,temperature,14.8,C,meter,12/4/2019,8:50,NA,sample,
DOE2,DOE_GR_20191203_SC_2d_1,DOE_GR_20191203_SC_2d_1_M,Spiked Control,2,filtered porewater,temperature,16.1,C,meter,12/5/2019,8:22,NA,sample,
DOE2,DOE_GR_20191203_SC_2d_2,DOE_GR_20191203_SC_2d_2_M,Spiked Control,2,filtered porewater,temperature,17.8,C,meter,12/5/2019,8:22,NA,sample,
DOE2,DOE_GR_20191203_SC_2d_3,DOE_GR_20191203_SC_2d_3_M,Spiked Control,2,filtered porewater,temperature,16.5,C,meter,12/5/2019,8:30,NA,sample,
DOE2,DOE_GR_20191203_SC_5d_1,DOE_GR_20191203_SC_5d_1_M,Spiked Control,5,filtered porewater,temperature,18.4,C,meter,12/8/2019,11:31,NA,sample,
DOE2,DOE_GR_20191203_SC_5d_2,DOE_GR_20191203_SC_5d_2_M,Spiked Control,5,filtered porewater,temperature,17,C,meter,12/8/2019,12:05,NA,sample,
DOE2,DOE_GR_20191203_SC_5d_3,DOE_GR_20191203_SC_5d_3_M,Spiked Control,5,filtered porewater,temperature,17.5,C,meter,12/8/2019,12:24,NA,sample,
DOE2,DOE_GR_20191203_C_0d_1,DOE_GR_20191203_C_0d_1_M,Control,0,filtered porewater,temperature,18.2,C,meter,12/3/2019,8:50,NA,sample,
DOE2,DOE_GR_20191203_C_0d_2,DOE_GR_20191203_C_0d_2_M,Control,0,filtered porewater,temperature,20.1,C,meter,12/3/2019,8:50,NA,sample,
DOE2,DOE_GR_20191203_C_0d_3,DOE_GR_20191203_C_0d_3_M,Control,0,filtered porewater,temperature,20,C,meter,12/3/2019,8:50,NA,sample,
DOE2,DOE_GR_20191203_C_0.5d_1,DOE_GR_20191203_C_0.5d_1_M,Control,0.5,filtered porewater,temperature,17.2,C,meter,12/3/2019,19:00,NA,sample,
DOE2,DOE_GR_20191203_C_0.5d_2,DOE_GR_20191203_C_0.5d_2_M,Control,0.5,filtered porewater,temperature,16.9,C,meter,12/3/2019,19:00,NA,sample,
DOE2,DOE_GR_20191203_C_0.5d_3,DOE_GR_20191203_C_0.5d_3_M,Control,0.5,filtered porewater,temperature,17.1,C,meter,12/3/2019,19:00,NA,sample,
DOE2,DOE_GR_20191203_C_1d_1,DOE_GR_20191203_C_1d_1_M,Control,1,filtered porewater,temperature,16.1,C,meter,12/4/2019,7:30,NA,sample,
DOE2,DOE_GR_20191203_C_1d_2,DOE_GR_20191203_C_1d_2_M,Control,1,filtered porewater,temperature,16.2,C,meter,12/4/2019,7:30,NA,sample,
DOE2,DOE_GR_20191203_C_1d_3,DOE_GR_20191203_C_1d_3_M,Control,1,filtered porewater,temperature,17.3,C,meter,12/4/2019,7:30,NA,sample,
DOE2,DOE_GR_20191203_C_2d_1,DOE_GR_20191203_C_2d_1_M,Control,2,filtered porewater,temperature,15.9,C,meter,12/5/2019,7:52,NA,sample,
DOE2,DOE_GR_20191203_C_2d_2,DOE_GR_20191203_C_2d_2_M,Control,2,filtered porewater,temperature,15.3,C,meter,12/5/2019,7:50,NA,sample,
DOE2,DOE_GR_20191203_C_2d_3,DOE_GR_20191203_C_2d_3_M,Control,2,filtered porewater,temperature,18.6,C,meter,12/5/2019,8:15,NA,sample,
DOE2,DOE_GR_20191203_C_5d_1,DOE_GR_20191203_C_5d_1_M,Control,5,filtered porewater,temperature,18.2,C,meter,12/8/2019,12:00,NA,sample,
DOE2,DOE_GR_20191203_C_5d_2,DOE_GR_20191203_C_5d_2_M,Control,5,filtered porewater,temperature,16.1,C,meter,12/8/2019,11:50,NA,sample,
DOE2,DOE_GR_20191203_C_5d_3,DOE_GR_20191203_C_5d_3_M,Control,5,filtered porewater,temperature,17.3,C,meter,12/8/2019,12:10,NA,sample,
DOE2,DOE_GR_20191203_MB_0.5d_1,DOE_GR_20191203_MB_0.5d_1_B,Method Blank,0.5,filtered porewater,chloride,2.44,mg/L,EPA 300.1,,,B1,qc,
DOE2,DOE_GR_20191203_MB_1d_1,DOE_GR_20191203_MB_1d_1_B,Method Blank,1,filtered porewater,chloride,2.49,mg/L,EPA 300.1,,,B2,qc,
DOE2,DOE_GR_20191203_MB_2d_1,DOE_GR_20191203_MB_2d_1_B,Method Blank,2,filtered porewater,chloride,2.14,mg/L,EPA 300.1,,,B3,qc,
DOE2,DOE_GR_20191203_MB_5d_1,DOE_GR_20191203_MB_5d_1_B,Method Blank,5,filtered porewater,chloride,1.69,mg/L,EPA 300.1,,,B4,qc,
DOE2,DOE_GR_20191203_Mn_0d_1,DOE_GR_20191203_Mn_0d_1_B,Manganese Oxide,0,filtered porewater,chloride,67.74,mg/L,EPA 300.1,,,B5,sample,
DOE2,DOE_GR_20191203_Mn_0d_2,DOE_GR_20191203_Mn_0d_2_B,Manganese Oxide,0,filtered porewater,chloride,25.14,mg/L,EPA 300.1,,,B6,sample,
DOE2,DOE_GR_20191203_Mn_0d_3,DOE_GR_20191203_Mn_0d_3_B,Manganese Oxide,0,filtered porewater,chloride,20.85,mg/L,EPA 300.1,,,B7,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_1,DOE_GR_20191203_Mn_0.5d_1_B,Manganese Oxide,0.5,filtered porewater,chloride,34.49,mg/L,EPA 300.1,,,B8,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_2,DOE_GR_20191203_Mn_0.5d_2_B,Manganese Oxide,0.5,filtered porewater,chloride,19.52,mg/L,EPA 300.1,,,B9,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_3,DOE_GR_20191203_Mn_0.5d_3_B,Manganese Oxide,0.5,filtered porewater,chloride,30.21,mg/L,EPA 300.1,,,B10,sample,
DOE2,DOE_GR_20191203_Mn_1d_1,DOE_GR_20191203_Mn_1d_1_B,Manganese Oxide,1,filtered porewater,chloride,13.81,mg/L,EPA 300.1,,,B11,sample,
DOE2,DOE_GR_20191203_Mn_1d_2,DOE_GR_20191203_Mn_1d_2_B,Manganese Oxide,1,filtered porewater,chloride,13.99,mg/L,EPA 300.1,,,B12,sample,
DOE2,DOE_GR_20191203_Mn_1d_3,DOE_GR_20191203_Mn_1d_3_B,Manganese Oxide,1,filtered porewater,chloride,13.4,mg/L,EPA 300.1,,,B13,sample,
DOE2,DOE_GR_20191203_Mn_2d_1,DOE_GR_20191203_Mn_2d_1_B,Manganese Oxide,2,filtered porewater,chloride,27.4,mg/L,EPA 300.1,,,B14,sample,
DOE2,DOE_GR_20191203_Mn_2d_2,DOE_GR_20191203_Mn_2d_2_B,Manganese Oxide,2,filtered porewater,chloride,10.91,mg/L,EPA 300.1,,,B15,sample,
DOE2,DOE_GR_20191203_Mn_2d_3,DOE_GR_20191203_Mn_2d_3_B,Manganese Oxide,2,filtered porewater,chloride,62.97,mg/L,EPA 300.1,,,B16,sample,
DOE2,DOE_GR_20191203_Mn_5d_1,DOE_GR_20191203_Mn_5d_1_B,Manganese Oxide,5,filtered porewater,chloride,23.46,mg/L,EPA 300.1,,,B17,sample,
DOE2,DOE_GR_20191203_Mn_5d_2,DOE_GR_20191203_Mn_5d_2_B,Manganese Oxide,5,filtered porewater,chloride,47.77,mg/L,EPA 300.1,,,B18,sample,
DOE2,DOE_GR_20191203_Mn_5d_3,DOE_GR_20191203_Mn_5d_3_B,Manganese Oxide,5,filtered porewater,chloride,11.77,mg/L,EPA 300.1,,,B19,sample,
DOE2,DOE_GR_20191203_AC_0d_1,DOE_GR_20191203_AC_0d_1_B,Activated Carbon,0,filtered porewater,chloride,90.56,mg/L,EPA 300.1,,,B20,sample,
DOE2,DOE_GR_20191203_AC_0d_2,DOE_GR_20191203_AC_0d_2_B,Activated Carbon,0,filtered porewater,chloride,35.82,mg/L,EPA 300.1,,,B21,sample,
DOE2,DOE_GR_20191203_AC_0d_3,DOE_GR_20191203_AC_0d_3_B,Activated Carbon,0,filtered porewater,chloride,39.86,mg/L,EPA 300.1,,,B22,sample,
DOE2,DOE_GR_20191203_AC_0.5d_1,DOE_GR_20191203_AC_0.5d_1_B,Activated Carbon,0.5,filtered porewater,chloride,31.345,mg/L,EPA 300.1,,,B23,sample,
DOE2,DOE_GR_20191203_AC_0.5d_2,DOE_GR_20191203_AC_0.5d_2_B,Activated Carbon,0.5,filtered porewater,chloride,40.145,mg/L,EPA 300.1,,,B24,sample,
DOE2,DOE_GR_20191203_AC_0.5d_3,DOE_GR_20191203_AC_0.5d_3_B,Activated Carbon,0.5,filtered porewater,chloride,52.46,mg/L,EPA 300.1,,,B25,sample,
DOE2,DOE_GR_20191203_AC_1d_1,DOE_GR_20191203_AC_1d_1_B,Activated Carbon,1,filtered porewater,chloride,26.93,mg/L,EPA 300.1,,,B26,sample,
DOE2,DOE_GR_20191203_AC_1d_2,DOE_GR_20191203_AC_1d_2_B,Activated Carbon,1,filtered porewater,chloride,36.66,mg/L,EPA 300.1,,,B27,sample,
DOE2,DOE_GR_20191203_AC_1d_3,DOE_GR_20191203_AC_1d_3_B,Activated Carbon,1,filtered porewater,chloride,45.25,mg/L,EPA 300.1,,,B28,sample,
DOE2,DOE_GR_20191203_AC_2d_1,DOE_GR_20191203_AC_2d_1_B,Activated Carbon,2,filtered porewater,chloride,35.23,mg/L,EPA 300.1,,,B29,sample,
DOE2,DOE_GR_20191203_AC_2d_2,DOE_GR_20191203_AC_2d_2_B,Activated Carbon,2,filtered porewater,chloride,36.45,mg/L,EPA 300.1,,,B30,sample,
DOE2,DOE_GR_20191203_AC_2d_3,DOE_GR_20191203_AC_2d_3_B,Activated Carbon,2,filtered porewater,chloride,29.02,mg/L,EPA 300.1,,,B31,sample,
DOE2,DOE_GR_20191203_AC_5d_1,DOE_GR_20191203_AC_5d_1_B,Activated Carbon,5,filtered porewater,chloride,30.28,mg/L,EPA 300.1,,,B32,sample,
DOE2,DOE_GR_20191203_AC_5d_2,DOE_GR_20191203_AC_5d_2_B,Activated Carbon,5,filtered porewater,chloride,39.29,mg/L,EPA 300.1,,,B33,sample,
DOE2,DOE_GR_20191203_AC_5d_3,DOE_GR_20191203_AC_5d_3_B,Activated Carbon,5,filtered porewater,chloride,71.81,mg/L,EPA 300.1,,,B34,sample,
DOE2,DOE_GR_20191203_MnAC_0d_1,DOE_GR_20191203_MnAC_0d_1_B,MnO2 + AC,0,filtered porewater,chloride,38.07,mg/L,EPA 300.1,,,B35,sample,
DOE2,DOE_GR_20191203_MnAC_0d_2,DOE_GR_20191203_MnAC_0d_2_B,MnO2 + AC,0,filtered porewater,chloride,40.2,mg/L,EPA 300.1,,,B36,sample,
DOE2,DOE_GR_20191203_MnAC_0d_3,DOE_GR_20191203_MnAC_0d_3_B,MnO2 + AC,0,filtered porewater,chloride,29.18,mg/L,EPA 300.1,,,B37,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_1,DOE_GR_20191203_MnAC_0.5d_1_B,MnO2 + AC,0.5,filtered porewater,chloride,38.3,mg/L,EPA 300.1,,,B38,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_2,DOE_GR_20191203_MnAC_0.5d_2_B,MnO2 + AC,0.5,filtered porewater,chloride,78.76,mg/L,EPA 300.1,,,B39,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_3,DOE_GR_20191203_MnAC_0.5d_3_B,MnO2 + AC,0.5,filtered porewater,chloride,14.13,mg/L,EPA 300.1,,,B40,sample,
DOE2,DOE_GR_20191203_MnAC_1d_1,DOE_GR_20191203_MnAC_1d_1_B,MnO2 + AC,1,filtered porewater,chloride,NA,mg/L,EPA 300.1,,,B41,sample,
DOE2,DOE_GR_20191203_MnAC_1d_2,DOE_GR_20191203_MnAC_1d_2_B,MnO2 + AC,1,filtered porewater,chloride,28.11,mg/L,EPA 300.1,,,B42,sample,
DOE2,DOE_GR_20191203_MnAC_1d_3,DOE_GR_20191203_MnAC_1d_3_B,MnO2 + AC,1,filtered porewater,chloride,10.36,mg/L,EPA 300.1,,,B43,sample,
DOE2,DOE_GR_20191203_MnAC_2d_1,DOE_GR_20191203_MnAC_2d_1_B,MnO2 + AC,2,filtered porewater,chloride,15.43,mg/L,EPA 300.1,,,B44,sample,
DOE2,DOE_GR_20191203_MnAC_2d_2,DOE_GR_20191203_MnAC_2d_2_B,MnO2 + AC,2,filtered porewater,chloride,74.01,mg/L,EPA 300.1,,,B45,sample,
DOE2,DOE_GR_20191203_MnAC_2d_3,DOE_GR_20191203_MnAC_2d_3_B,MnO2 + AC,2,filtered porewater,chloride,43.33,mg/L,EPA 300.1,,,B46,sample,
DOE2,DOE_GR_20191203_MnAC_5d_1,DOE_GR_20191203_MnAC_5d_1_B,MnO2 + AC,5,filtered porewater,chloride,28.27,mg/L,EPA 300.1,,,B47,sample,
DOE2,DOE_GR_20191203_MnAC_5d_2,DOE_GR_20191203_MnAC_5d_2_B,MnO2 + AC,5,filtered porewater,chloride,54.89,mg/L,EPA 300.1,,,B48,sample,
DOE2,DOE_GR_20191203_MnAC_5d_3,DOE_GR_20191203_MnAC_5d_3_B,MnO2 + AC,5,filtered porewater,chloride,21.21,mg/L,EPA 300.1,,,B49,sample,
DOE2,DOE_GR_20191203_SC_0d_1,DOE_GR_20191203_SC_0d_1_B,Spiked Control,0,filtered porewater,chloride,66.53,mg/L,EPA 300.1,,,B50,sample,
DOE2,DOE_GR_20191203_SC_0d_2,DOE_GR_20191203_SC_0d_2_B,Spiked Control,0,filtered porewater,chloride,37.82,mg/L,EPA 300.1,,,B51,sample,
DOE2,DOE_GR_20191203_SC_0d_3,DOE_GR_20191203_SC_0d_3_B,Spiked Control,0,filtered porewater,chloride,58.35,mg/L,EPA 300.1,,,B52,sample,
DOE2,DOE_GR_20191203_SC_0.5d_1,DOE_GR_20191203_SC_0.5d_1_B,Spiked Control,0.5,filtered porewater,chloride,10.31,mg/L,EPA 300.1,,,B53,sample,
DOE2,DOE_GR_20191203_SC_0.5d_2,DOE_GR_20191203_SC_0.5d_2_B,Spiked Control,0.5,filtered porewater,chloride,42.65,mg/L,EPA 300.1,,,B54,sample,
DOE2,DOE_GR_20191203_SC_0.5d_3,DOE_GR_20191203_SC_0.5d_3_B,Spiked Control,0.5,filtered porewater,chloride,18.39,mg/L,EPA 300.1,,,B55,sample,
DOE2,DOE_GR_20191203_SC_1d_1,DOE_GR_20191203_SC_1d_1_B,Spiked Control,1,filtered porewater,chloride,13.03,mg/L,EPA 300.1,,,B56,sample,
DOE2,DOE_GR_20191203_SC_1d_2,DOE_GR_20191203_SC_1d_2_B,Spiked Control,1,filtered porewater,chloride,28.4,mg/L,EPA 300.1,,,B57,sample,
DOE2,DOE_GR_20191203_SC_1d_3,DOE_GR_20191203_SC_1d_3_B,Spiked Control,1,filtered porewater,chloride,22.46,mg/L,EPA 300.1,,,B58,sample,
DOE2,DOE_GR_20191203_SC_2d_1,DOE_GR_20191203_SC_2d_1_B,Spiked Control,2,filtered porewater,chloride,9.02,mg/L,EPA 300.1,,,B59,sample,
DOE2,DOE_GR_20191203_SC_2d_2,DOE_GR_20191203_SC_2d_2_B,Spiked Control,2,filtered porewater,chloride,36.53,mg/L,EPA 300.1,,,B60,sample,
DOE2,DOE_GR_20191203_SC_2d_3,DOE_GR_20191203_SC_2d_3_B,Spiked Control,2,filtered porewater,chloride,19.73,mg/L,EPA 300.1,,,B61,sample,
DOE2,DOE_GR_20191203_SC_5d_1,DOE_GR_20191203_SC_5d_1_B,Spiked Control,5,filtered porewater,chloride,16.88,mg/L,EPA 300.1,,,B62,sample,
DOE2,DOE_GR_20191203_SC_5d_2,DOE_GR_20191203_SC_5d_2_B,Spiked Control,5,filtered porewater,chloride,15.85,mg/L,EPA 300.1,,,B63,sample,
DOE2,DOE_GR_20191203_SC_5d_3,DOE_GR_20191203_SC_5d_3_B,Spiked Control,5,filtered porewater,chloride,21.23,mg/L,EPA 300.1,,,B64,sample,
DOE2,DOE_GR_20191203_C_0d_1,DOE_GR_20191203_C_0d_1_B,Control,0,filtered porewater,chloride,34,mg/L,EPA 300.1,,,B65,sample,
DOE2,DOE_GR_20191203_C_0d_2,DOE_GR_20191203_C_0d_2_B,Control,0,filtered porewater,chloride,36.78,mg/L,EPA 300.1,,,B66,sample,
DOE2,DOE_GR_20191203_C_0d_3,DOE_GR_20191203_C_0d_3_B,Control,0,filtered porewater,chloride,22.08,mg/L,EPA 300.1,,,B67,sample,
DOE2,DOE_GR_20191203_C_0.5d_1,DOE_GR_20191203_C_0.5d_1_B,Control,0.5,filtered porewater,chloride,19.85,mg/L,EPA 300.1,,,B68,sample,
DOE2,DOE_GR_20191203_C_0.5d_2,DOE_GR_20191203_C_0.5d_2_B,Control,0.5,filtered porewater,chloride,27.53,mg/L,EPA 300.1,,,B69,sample,
DOE2,DOE_GR_20191203_C_0.5d_3,DOE_GR_20191203_C_0.5d_3_B,Control,0.5,filtered porewater,chloride,18.35,mg/L,EPA 300.1,,,B70,sample,
